Name,Team,Price,L01,L02,L03,L04,L05,LastScore,SeasonAvg,Last3Avg,Last5Avg
Judd McVee,MEL,321000,95,0,0,0,0,95,95,95,95
Judson Clarke,RI,242000,0,0,0,0,0,0,0,0,0
Justin McInerney,SYD,403300,76,0,0,0,0,76,76,76,76
Jy Farrar,GCS,205500,0,0,0,0,0,0,0,0,0
Jy Simpkin,NTH,443400,0,0,0,0,0,0,0,0,0
Jye Amiss,FRE,300800,0,0,0,0,0,0,0,0,0
Jye Caldwell,ESS,437000,0,0,0,0,0,0,0,0,0
Jye Menzie,ESS,261900,0,0,0,0,0,0,0,0,0
Kade Chandler,MEL,359300,52,0,0,0,0,52,52,52,52
Kai Lohmann,BRL,150900,33,0,0,0,0,33,33,33,33
Kaine Baldwin,ESS,216800,0,0,0,0,0,0,0,0,0
Kaleb Smith,RI,123900,0,0,0,0,0,0,0,0,0
Kalin Lane,BRL,123900,0,0,0,0,0,0,0,0,0
Kallan Dawson,NTH,183300,0,0,0,0,0,0,0,0,0
Kamdyn McIntosh,RI,307900,49,0,0,0,0,49,49,49,49
Kane Farrell,PTA,431500,0,0,0,0,0,0,0,0,0
Kane McAuliffe,RI,117300,0,0,0,0,0,0,0,0,0
Karl Amon,HAW,483300,0,0,0,0,0,0,0,0,0
Karl Worner,FRE,134100,0,0,0,0,0,0,0,0,0
Keidean Coleman,BRL,398800,37,0,0,0,0,37,37,37,37
Kieran Strachan,ADE,123900,0,0,0,0,0,0,0,0,0
Kieren Briggs,GWS,608800,109,0,0,0,0,109,109,109,109
Koltyn Tholstrup,MEL,153300,0,0,0,0,0,0,0,0,0
Kyah Farris-White,MEL,123900,0,0,0,0,0,0,0,0,0
Kyle Langford,ESS,442000,0,0,0,0,0,0,0,0,0
Kyle Marshall,PTA,123900,0,0,0,0,0,0,0,0,0
Kynan Brown,MEL,102400,0,0,0,0,0,0,0,0,0
Kysaiah Pickett,MEL,382200,0,0,0,0,0,0,0,0,0
Lachie Ash,GWS,468500,131,0,0,0,0,131,131,131,131
Lachie Fogarty,CAR,348400,80,0,0,0,0,80,80,80,80
Lachie Hunter,MEL,434400,0,0,0,0,0,0,0,0,0
Lachie Jones,PTA,318600,0,0,0,0,0,0,0,0,0
Lachie Neale,BRL,617000,112,0,0,0,0,112,112,112,112
Lachie Schultz,COLL,442200,70,0,0,0,0,70,70,70,70
Lachie Weller,GCS,465700,0,0,0,0,0,0,0,0,0
Lachie Whitfield,GWS,519000,108,0,0,0,0,108,108,108,108
Lachlan Charleson,PTA,117300,0,0,0,0,0,0,0,0,0
Lachlan Cowan,CAR,212700,0,0,0,0,0,0,0,0,0
Lachlan Gollant,ADE,276100,0,0,0,0,0,0,0,0,0
Lachlan Keeffe,GWS,208300,0,0,0,0,0,0,0,0,0
Lachlan McAndrew,SYD,148700,0,0,0,0,0,0,0,0,0
Lachlan McNeil,WBD,159100,0,0,0,0,0,0,0,0,0
Lachlan Murphy,ADE,381100,0,0,0,0,0,0,0,0,0
Lachlan Sholl,ADE,376900,0,0,0,0,0,0,0,0,0
Lachlan Smith,WBD,117300,0,0,0,0,0,0,0,0,0
Laitham Vandermeer,WBD,291600,0,0,0,0,0,0,0,0,0
Lance Collard,STK,117300,0,0,0,0,0,0,0,0,0
Lawson Humphries,GEE,117300,0,0,0,0,0,0,0,0,0
Leek Aleer,GWS,123900,0,0,0,0,0,0,0,0,0
Levi Casboult,GCS,305400,38,0,0,0,0,38,38,38,38
Lewis Hayes,ESS,123900,0,0,0,0,0,0,0,0,0
Lewis Melican,SYD,293200,30,0,0,0,0,30,30,30,30
Lewis Young,CAR,369600,90,0,0,0,0,90,90,90,90
Liam Baker,RI,445600,45,0,0,0,0,45,45,45,45
Liam Duggan,WCE,503500,0,0,0,0,0,0,0,0,0
Liam Fawcett,RI,117300,0,0,0,0,0,0,0,0,0
Liam Henry,STK,401700,0,0,0,0,0,0,0,0,0
Liam Jones,WBD,327300,0,0,0,0,0,0,0,0,0
Liam O'Connell,STK,102400,0,0,0,0,0,0,0,0,0
Liam Reidy,FRE,123900,0,0,0,0,0,0,0,0,0
Liam Ryan,WCE,294700,0,0,0,0,0,0,0,0,0
Liam Shiels,NTH,392300,0,0,0,0,0,0,0,0,0
Liam Stocker,STK,378000,0,0,0,0,0,0,0,0,0
Lincoln McCarthy,BRL,327600,63,0,0,0,0,63,63,63,63
Lloyd Johnston,GCS,164300,0,0,0,0,0,0,0,0,0
Lloyd Meek,HAW,357300,0,0,0,0,0,0,0,0,0
Loch Rawlinson,WCE,102400,0,0,0,0,0,0,0,0,0
Logan McDonald,SYD,329700,30,0,0,0,0,30,30,30,30
Logan Morris,BRL,117300,0,0,0,0,0,0,0,0,0
Luamon Lual,ESS,117300,0,0,0,0,0,0,0,0,0
Luke Breust,HAW,340100,0,0,0,0,0,0,0,0,0
Luke Cleary,WBD,191700,0,0,0,0,0,0,0,0,0
Luke Davies-Uniacke,NTH,635100,0,0,0,0,0,0,0,0,0
Luke Edwards,WCE,251100,0,0,0,0,0,0,0,0,0
Luke Jackson,FRE,547000,0,0,0,0,0,0,0,0,0
Luke Lloyd,BRL,117300,0,0,0,0,0,0,0,0,0
Luke McDonald,NTH,435400,0,0,0,0,0,0,0,0,0
Luke Nankervis,ADE,243700,0,0,0,0,0,0,0,0,0
Luke Parker,SYD,541300,0,0,0,0,0,0,0,0,0
Luke Pedlar,ADE,311900,0,0,0,0,0,0,0,0,0
Luke Ryan,FRE,611800,0,0,0,0,0,0,0,0,0
Mabior Chol,HAW,273200,0,0,0,0,0,0,0,0,0
Mac Andrew,GCS,304800,0,0,0,0,0,0,0,0,0
Malcolm Rosas,GCS,288000,76,0,0,0,0,76,76,76,76
Marc Pittonet,CAR,392300,0,0,0,0,0,0,0,0,0
Marcus Bontempelli,WBD,724600,0,0,0,0,0,0,0,0,0
Marcus Windhager,STK,323200,0,0,0,0,0,0,0,0,0
Mark Blicavs,GEE,511800,0,0,0,0,0,0,0,0,0
Mark Keane,ADE,289700,0,0,0,0,0,0,0,0,0
Mark O'Connor,GEE,372900,0,0,0,0,0,0,0,0,0
Marlion Pickett,RI,321800,61,0,0,0,0,61,61,61,61
Marty Hore,MEL,123900,0,0,0,0,0,0,0,0,0
Mason Cox,COLL,354900,36,0,0,0,0,36,36,36,36
Mason Redman,ESS,507800,0,0,0,0,0,0,0,0,0
Mason Wood,STK,519500,0,0,0,0,0,0,0,0,0
Massimo D'Ambrosio,HAW,224900,0,0,0,0,0,0,0,0,0
Mate Colina,RI,123900,0,0,0,0,0,0,0,0,0
Matt Coulthard,RI,158700,0,0,0,0,0,0,0,0,0
Matt Crouch,ADE,490800,0,0,0,0,0,0,0,0,0
Matt Flynn,WCE,491800,0,0,0,0,0,0,0,0,0
Matt Guelfi,ESS,303500,0,0,0,0,0,0,0,0,0
Matt Roberts,SYD,156800,76,0,0,0,0,76,76,76,76
Matt Rowell,GCS,571800,137,0,0,0,0,137,137,137,137
Matt Taberner,FRE,172100,0,0,0,0,0,0,0,0,0
Mattaes Phillipou,STK,287500,0,0,0,0,0,0,0,0,0
Matthew Allison,STK,123900,0,0,0,0,0,0,0,0,0
Matthew Carroll,CAR,102400,0,0,0,0,0,0,0,0,0
Matthew Cottrell,CAR,335300,62,0,0,0,0,62,62,62,62
Matthew Jefferson,MEL,123900,0,0,0,0,0,0,0,0,0
Matthew Johnson,FRE,301800,0,0,0,0,0,0,0,0,0
Matthew Kennedy,CAR,420000,59,0,0,0,0,59,59,59,59
Matthew Owies,CAR,303900,37,0,0,0,0,37,37,37,37
Maurice Rioli,RI,175500,46,0,0,0,0,46,46,46,46
Max Gawn,MEL,583700,72,0,0,0,0,72,72,72,72
Max Gruzewski,GWS,123900,0,0,0,0,0,0,0,0,0
Max Heath,STK,123900,0,0,0,0,0,0,0,0,0
Max Holmes,GEE,446000,0,0,0,0,0,0,0,0,0
Max King,STK,341500,0,0,0,0,0,0,0,0,0
Max Knobel,FRE,123900,0,0,0,0,0,0,0,0,0
Max Michalanney,ADE,313700,0,0,0,0,0,0,0,0,0
Max Ramsden,HAW,123900,0,0,0,0,0,0,0,0,0
Michael Frederick,FRE,337700,0,0,0,0,0,0,0,0,0
Michael Walters,FRE,308800,0,0,0,0,0,0,0,0,0
Miles Bergman,PTA,368100,0,0,0,0,0,0,0,0,0
Miller Bergman,NTH,259900,0,0,0,0,0,0,0,0,0
Mitch Duncan,GEE,504700,0,0,0,0,0,0,0,0,0
Mitch Georgiades,PTA,230800,0,0,0,0,0,0,0,0,0
Mitch Hardie,GEE,123900,0,0,0,0,0,0,0,0,0
Mitch Knevitt,GEE,306000,0,0,0,0,0,0,0,0,0
Mitch Lewis,HAW,397500,0,0,0,0,0,0,0,0,0
Mitch McGovern,CAR,448900,94,0,0,0,0,94,94,94,94
Mitch Owens,STK,445300,0,0,0,0,0,0,0,0,0
Mitchell Edwards,GEE,117300,0,0,0,0,0,0,0,0,0
Mitchell Hinge,ADE,474300,0,0,0,0,0,0,0,0,0
Nasiah Wanganeen-Milera,STK,475800,0,0,0,0,0,0,0,0,0
Nat Fyfe,FRE,283200,0,0,0,0,0,0,0,0,0
Nate Caddy,ESS,166800,0,0,0,0,0,0,0,0,0
Nathan Broad,RI,445600,41,0,0,0,0,41,41,41,41
Nathan Kreuger,COLL,123900,0,0,0,0,0,0,0,0,0
Nathan Murphy,COLL,340600,0,0,0,0,0,0,0,0,0
Nathan O'Driscoll,FRE,278900,0,0,0,0,0,0,0,0,0
Nathan Wardius,GWS,0,0,0,0,0,0,0,0,0,0
Ned McHenry,ADE,234700,0,0,0,0,0,0,0,0,0
Ned Moyle,GCS,193700,0,0,0,0,0,0,0,0,0
Ned Reeves,HAW,375500,0,0,0,0,0,0,0,0,0
Neil Erasmus,FRE,238300,0,0,0,0,0,0,0,0,0
Nic Martin,ESS,492800,0,0,0,0,0,0,0,0,0
Nic Newman,CAR,559900,93,0,0,0,0,93,93,93,93
Nicholas Madden,GWS,123900,0,0,0,0,0,0,0,0,0
Nicholas Watson,HAW,189300,0,0,0,0,0,0,0,0,0
Nick Blakey,SYD,499600,117,0,0,0,0,117,117,117,117
Nick Bryan,ESS,371000,0,0,0,0,0,0,0,0,0
Nick Coffield,WBD,123900,0,0,0,0,0,0,0,0,0
Nick Daicos,COLL,650000,131,0,0,0,0,131,131,131,131
Nick Haynes,GWS,408000,87,0,0,0,0,87,87,87,87
Nick Hind,ESS,390500,0,0,0,0,0,0,0,0,0
Nick Holman,GCS,369200,75,0,0,0,0,75,75,75,75
Nick Larkey,NTH,388100,0,0,0,0,0,0,0,0,0
Nick Murray,ADE,336000,0,0,0,0,0,0,0,0,0
Nick Vlastuin,RI,514700,118,0,0,0,0,118,118,118,118
Nik Cox,ESS,234700,0,0,0,0,0,0,0,0,0
Noah Anderson,GCS,586300,122,0,0,0,0,122,122,122,122
Noah Answerth,BRL,176000,0,0,0,0,0,0,0,0,0
Noah Balta,RI,415300,74,0,0,0,0,74,74,74,74
Noah Cumberland,RI,190000,0,0,0,0,0,0,0,0,0
Noah Long,WCE,289700,0,0,0,0,0,0,0,0,0
Odin Jones,FRE,102400,0,0,0,0,0,0,0,0,0
Oisin Mullin,GEE,153400,0,0,0,0,0,0,0,0,0
Oleg Markov,COLL,302900,56,0,0,0,0,56,56,56,56
Oliver Florent,SYD,421300,75,0,0,0,0,75,75,75,75
Oliver Hayes-Brown,RI,102400,0,0,0,0,0,0,0,0,0
Oliver Henry,GEE,332800,0,0,0,0,0,0,0,0,0
Oliver Hollands,CAR,322800,41,0,0,0,0,41,41,41,41
Oliver Sestan,MEL,123900,0,0,0,0,0,0,0,0,0
Oliver Wiltshire,GEE,117300,0,0,0,0,0,0,0,0,0
Olli Hotton,STK,123900,0,0,0,0,0,0,0,0,0
Ollie Dempsey,GEE,148400,0,0,0,0,0,0,0,0,0
Ollie Lord,PTA,255100,0,0,0,0,0,0,0,0,0
Ollie Murphy,FRE,117300,0,0,0,0,0,0,0,0,0
Ollie Wines,PTA,463600,0,0,0,0,0,0,0,0,0
Orazio Fantasia,CAR,175900,35,0,0,0,0,35,35,35,35
Oscar Allen,WCE,388500,0,0,0,0,0,0,0,0,0
Oscar McDonald,FRE,123900,0,0,0,0,0,0,0,0,0
Oscar McInerney,BRL,527400,77,0,0,0,0,77,77,77,77
Oscar Murdoch,GEE,123900,0,0,0,0,0,0,0,0,0
Oscar Ryan,ADE,117300,0,0,0,0,0,0,0,0,0
Oscar Steene,COLL,123900,0,0,0,0,0,0,0,0,0
Oskar Baker,WBD,302700,0,0,0,0,0,0,0,0,0
Oskar Faulkhead,GCS,123900,0,0,0,0,0,0,0,0,0
Paddy Dow,STK,307400,0,0,0,0,0,0,0,0,0
Patrick Cripps,CAR,545000,84,0,0,0,0,84,84,84,84
Patrick Dangerfield,GEE,490300,0,0,0,0,0,0,0,0,0
Patrick Lipinski,COLL,389700,87,0,0,0,0,87,87,87,87
Patrick Parnell,ADE,175300,0,0,0,0,0,0,0,0,0
Patrick Snell,SYD,117300,0,0,0,0,0,0,0,0,0
Paul Curtis,NTH,259700,0,0,0,0,0,0,0,0,0
Peter Ladhams,SYD,389400,0,0,0,0,0,0,0,0,0
Peter Wright,ESS,359900,0,0,0,0,0,0,0,0,0
Phoenix Foster,GEE,123900,0,0,0,0,0,0,0,0,0
Phoenix Gothard,GWS,157800,0,0,0,0,0,0,0,0,0
Quinton Narkle,PTA,199700,0,0,0,0,0,0,0,0,0
Reece Torrent,BRL,117300,0,0,0,0,0,0,0,0,0
Reef McInnes,COLL,123900,0,0,0,0,0,0,0,0,0
Reilly O'Brien,ADE,535300,0,0,0,0,0,0,0,0,0
Reuben Ginbey,WCE,354700,0,0,0,0,0,0,0,0,0
Rhett Bazzo,WCE,178800,0,0,0,0,0,0,0,0,0
Rhyan Mansell,RI,226200,0,0,0,0,0,0,0,0,0
Rhylee West,WBD,320000,0,0,0,0,0,0,0,0,0
Rhys Stanley,GEE,397200,0,0,0,0,0,0,0,0,0
Riley Bonner,STK,284500,0,0,0,0,0,0,0,0,0
Riley Garcia,WBD,125200,0,0,0,0,0,0,0,0,0
Riley Hardeman,NTH,117300,0,0,0,0,0,0,0,0,0
Riley Thilthorpe,ADE,332100,0,0,0,0,0,0,0,0,0
Rob Monahan,CAR,102400,0,0,0,0,0,0,0,0,0
Robbie Fox,SYD,375300,50,0,0,0,0,50,50,50,50
Robert Hansen,NTH,123900,0,0,0,0,0,0,0,0,0
Rory Atkins,GCS,404000,0,0,0,0,0,0,0,0,0
Rory Laird,ADE,653100,0,0,0,0,0,0,0,0,0
Rory Lobb,WBD,374700,0,0,0,0,0,0,0,0,0
Rory Sloane,ADE,430300,0,0,0,0,0,0,0,0,0
Rowan Marshall,STK,639100,0,0,0,0,0,0,0,0,0
Ryan Angwin,GWS,222800,0,0,0,0,0,0,0,0,0
Ryan Burton,PTA,426400,0,0,0,0,0,0,0,0,0
Ryan Byrnes,STK,347300,0,0,0,0,0,0,0,0,0
Ryan Gardner,WBD,302400,0,0,0,0,0,0,0,0,0
Ryan Lester,BRL,405500,73,0,0,0,0,73,73,73,73
Ryan Maric,WCE,306300,0,0,0,0,0,0,0,0,0
Ryley Sanders,WBD,184800,0,0,0,0,0,0,0,0,0
Sam Banks,RI,271600,46,0,0,0,0,46,46,46,46
Sam Berry,ADE,226900,0,0,0,0,0,0,0,0,0
Sam Butler,HAW,246600,0,0,0,0,0,0,0,0,0
Sam Clohesy,GCS,102400,0,0,0,0,0,0,0,0,0
Sam Collins,GCS,408000,102,0,0,0,0,102,102,102,102
Sam Darcy,WBD,123900,0,0,0,0,0,0,0,0,0
Sam Day,GCS,153500,0,0,0,0,0,0,0,0,0
Sam De Koning,GEE,343600,0,0,0,0,0,0,0,0,0
Sam Docherty,CAR,562200,25,0,0,0,0,25,25,25,25
Sam Draper,ESS,422400,0,0,0,0,0,0,0,0,0
Sam Durdin,CAR,123900,0,0,0,0,0,0,0,0,0
Sam Durham,ESS,364500,0,0,0,0,0,0,0,0,0
Sam Flanders,GCS,494200,124,0,0,0,0,124,124,124,124
Sam Frost,HAW,317000,0,0,0,0,0,0,0,0,0
Sam Naismith,RI,123900,93,0,0,0,0,93,93,93,93
Sam Powell-Pepper,PTA,374400,0,0,0,0,0,0,0,0,0
Sam Reid,SYD,286800,0,0,0,0,0,0,0,0,0
Sam Sturt,FRE,249900,0,0,0,0,0,0,0,0,0
Sam Switkowski,FRE,378300,0,0,0,0,0,0,0,0,0
Sam Taylor,GWS,468000,75,0,0,0,0,75,75,75,75
Sam Walsh,CAR,576800,0,0,0,0,0,0,0,0,0
Sam Weideman,ESS,276600,0,0,0,0,0,0,0,0,0
Sam Wicks,SYD,328100,37,0,0,0,0,37,37,37,37
Samson Ryan,RI,303000,15,0,0,0,0,15,15,15,15
Sandy Brock,GCS,123900,0,0,0,0,0,0,0,0,0
Scott Pendlebury,COLL,525100,61,0,0,0,0,61,61,61,61
Seamus Mitchell,HAW,348100,0,0,0,0,0,0,0,0,0
Sean Darcy,FRE,589400,0,0,0,0,0,0,0,0,0
Sean Lemmens,GCS,269800,0,0,0,0,0,0,0,0,0
Sebastian Ross,STK,381800,0,0,0,0,0,0,0,0,0
Sebit Kuek,FRE,123900,0,0,0,0,0,0,0,0,0
Seth Campbell,RI,123900,70,0,0,0,0,70,70,70,70
Shadeau Brain,BRL,123900,0,0,0,0,0,0,0,0,0
Shai Bolton,RI,540700,72,0,0,0,0,72,72,72,72
Shane McAdam,MEL,337700,0,0,0,0,0,0,0,0,0
Shannon Neale,GEE,201200,0,0,0,0,0,0,0,0,0
Shaun Mannagh,GEE,117300,0,0,0,0,0,0,0,0,0
Steele Sidebottom,COLL,476700,88,0,0,0,0,88,88,88,88
Steely Green,RI,123900,0,0,0,0,0,0,0,0,0
Stephen Coniglio,GWS,568400,111,0,0,0,0,111,111,111,111
Steven May,MEL,468900,115,0,0,0,0,115,115,115,115
Taj Woewodin,MEL,175500,0,0,0,0,0,0,0,0,0
Tanner Bruhn,GEE,384400,0,0,0,0,0,0,0,0,0
Tarryn Thomas,NTH,504400,0,0,0,0,0,0,0,0,0
Taylor Adams,SYD,437200,0,0,0,0,0,0,0,0,0
Taylor Duryea,WBD,286400,0,0,0,0,0,0,0,0,0
Taylor Goad,NTH,121800,0,0,0,0,0,0,0,0,0
Taylor Walker,ADE,500400,0,0,0,0,0,0,0,0,0
Ted Clohesy,GEE,123900,0,0,0,0,0,0,0,0,0
Tew Jiath,COLL,117300,0,0,0,0,0,0,0,0,0
Tex Wanganeen,ESS,123900,0,0,0,0,0,0,0,0,0
Thomas Berry,GCS,163500,62,0,0,0,0,62,62,62,62
Thomas Scully,PTA,123900,0,0,0,0,0,0,0,0,0
Thomson Dow,RI,254800,23,0,0,0,0,23,23,23,23
Tim English,WBD,715100,0,0,0,0,0,0,0,0,0
Tim Kelly,WCE,574100,0,0,0,0,0,0,0,0,0
Tim Membrey,STK,278800,0,0,0,0,0,0,0,0,0
Tim Taranto,RI,596100,49,0,0,0,0,49,49,49,49
Toby Bedford,GWS,335000,53,0,0,0,0,53,53,53,53
Toby Conway,GEE,180000,0,0,0,0,0,0,0,0,0
Toby Greene,GWS,508600,63,0,0,0,0,63,63,63,63
Toby McMullin,GWS,123900,32,0,0,0,0,32,32,32,32
Toby Nankervis,RI,583100,0,0,0,0,0,0,0,0,0
Toby Pink,NTH,123900,0,0,0,0,0,0,0,0,0
Todd Goldstein,ESS,533400,0,0,0,0,0,0,0,0,0
Todd Marshall,PTA,369200,0,0,0,0,0,0,0,0,0
Tom Anastasopoulos,PTA,117300,0,0,0,0,0,0,0,0,0
Tom Atkins,GEE,486500,0,0,0,0,0,0,0,0,0
Tom Barrass,WCE,447500,0,0,0,0,0,0,0,0,0
Tom Brown,RI,154200,0,0,0,0,0,0,0,0,0
Tom Campbell,STK,123900,0,0,0,0,0,0,0,0,0
Tom Clurey,PTA,145900,0,0,0,0,0,0,0,0,0
Tom Cole,WCE,362800,0,0,0,0,0,0,0,0,0
Tom De Koning,CAR,411800,64,0,0,0,0,64,64,64,64
Tom Doedee,BRL,380500,0,0,0,0,0,0,0,0,0
Tom Emmett,FRE,182200,0,0,0,0,0,0,0,0,0
Tom Fullarton,MEL,123900,0,0,0,0,0,0,0,0,0
Tom Green,GWS,621500,132,0,0,0,0,132,132,132,132
Tom Hawkins,GEE,438400,0,0,0,0,0,0,0,0,0
Tom J. Lynch,RI,287300,0,0,0,0,0,0,0,0,0
Tom Liberatore,WBD,648600,0,0,0,0,0,0,0,0,0
Tom McCallum,PTA,123900,0,0,0,0,0,0,0,0,0
Tom McCartin,SYD,398800,47,0,0,0,0,47,47,47,47
Tom McDonald,MEL,302600,0,0,0,0,0,0,0,0,0
Tom Mitchell,COLL,529000,59,0,0,0,0,59,59,59,59
Tom Papley,SYD,405400,120,0,0,0,0,120,120,120,120
Tom Powell,NTH,312200,0,0,0,0,0,0,0,0,0
Tom Sparrow,MEL,375200,70,0,0,0,0,70,70,70,70
Tom Stewart,GEE,635300,0,0,0,0,0,0,0,0,0
Touk Miller,GCS,545500,116,0,0,0,0,116,116,116,116
Travis Boak,PTA,366800,0,0,0,0,0,0,0,0,0
Trent McKenzie,PTA,307100,0,0,0,0,0,0,0,0,0
Trent Rivers,MEL,474100,48,0,0,0,0,48,48,48,48
Tristan Xerri,NTH,407400,0,0,0,0,0,0,0,0,0
Tylar Young,RI,290000,21,0,0,0,0,21,21,21,21
Tyler Brockman,WCE,305100,0,0,0,0,0,0,0,0,0
Tyler Sonsie,RI,150900,0,0,0,0,0,0,0,0,0
Tyrell Dewar,WCE,123900,0,0,0,0,0,0,0,0,0
Tyson Stengle,GEE,321800,0,0,0,0,0,0,0,0,0
Vigo Visentini,ESS,0,0,0,0,0,0,0,0,0,0
Wade Derksen,GWS,123900,0,0,0,0,0,0,0,0,0
Wayne Milera,ADE,433100,0,0,0,0,0,0,0,0,0
Wil Dawson,NTH,117300,0,0,0,0,0,0,0,0,0
Wil Powell,GCS,513500,123,0,0,0,0,123,123,123,123
Will Ashcroft,BRL,472300,0,0,0,0,0,0,0,0,0
Will Brodie,FRE,318300,0,0,0,0,0,0,0,0,0
Will Day,HAW,544500,0,0,0,0,0,0,0,0,0
Will Graham,GCS,117300,0,0,0,0,0,0,0,0,0
Will Hamill,ADE,144100,0,0,0,0,0,0,0,0,0
Will Hayward,SYD,373700,83,0,0,0,0,83,83,83,83
Will Hoskin-Elliott,COLL,317700,50,0,0,0,0,50,50,50,50
Will Lorenz,PTA,117300,0,0,0,0,0,0,0,0,0
Will Phillips,NTH,408000,0,0,0,0,0,0,0,0,0
Will Setterfield,ESS,475000,0,0,0,0,0,0,0,0,0
Will Verrall,MEL,123900,0,0,0,0,0,0,0,0,0
Willem Drew,PTA,477000,0,0,0,0,0,0,0,0,0
William Edwards,SYD,123900,0,0,0,0,0,0,0,0,0
William Green,SYD,139800,0,0,0,0,0,0,0,0,0
William McCabe,HAW,126300,0,0,0,0,0,0,0,0,0
William Rowlands,GCS,102400,0,0,0,0,0,0,0,0,0
Willie Rioli,PTA,367900,0,0,0,0,0,0,0,0,0
Xavier Duursma,ESS,373200,0,0,0,0,0,0,0,0,0
Xavier O'Halloran,GWS,335800,28,0,0,0,0,28,28,28,28
Xavier Walsh,PTA,102400,0,0,0,0,0,0,0,0,0
Zac Bailey,BRL,434300,81,0,0,0,0,81,81,81,81
Zac Fisher,NTH,378600,0,0,0,0,0,0,0,0,0
Zac Taylor,ADE,123900,0,0,0,0,0,0,0,0,0
Zac Williams,CAR,216100,73,0,0,0,0,73,73,73,73
Zach Guthrie,GEE,411400,0,0,0,0,0,0,0,0,0
Zach Merrett,ESS,650100,0,0,0,0,0,0,0,0,0
Zach Reid,ESS,123900,0,0,0,0,0,0,0,0,0
Zach Tuohy,GEE,404900,0,0,0,0,0,0,0,0,0
Zaine Cordy,STK,258800,0,0,0,0,0,0,0,0,0
Zak Butters,PTA,636100,0,0,0,0,0,0,0,0,0
Zak Jones,STK,249300,0,0,0,0,0,0,0,0,0
Zane Duursma,NTH,193800,0,0,0,0,0,0,0,0,0
Zane Trew,WCE,138600,0,0,0,0,0,0,0,0,0
Zane Zakostelsky,BRL,117300,0,0,0,0,0,0,0,0,0
